Date,Price,High,Low,Close,,Volume
01-06-2023,1873.914673,1887.705322,1846.227417,1862.201416,,5640027197
02-06-2023,1862.423706,1910.278442,1851.964722,1907.256592,,6097746022
03-06-2023,1907.420776,1908.822266,1885.485474,1892.412476,,3472274607
04-06-2023,1892.398193,1912.205688,1885.651855,1890.51355,,3747042696
05-06-2023,1890.417603,1890.640503,1780.211548,1811.828369,,9246593033
06-06-2023,1810.581421,1896.222656,1801.405273,1884.494873,,8704411776
07-06-2023,1884.372925,1893.809082,1822.303101,1832.395996,,7919894455
08-06-2023,1832.51355,1861.136108,1830.165039,1846.30188,,4536041931
09-06-2023,1846.077881,1854.824951,1828.544556,1840.22522,,4610831509
10-06-2023,1840.391968,1844.785645,1721.443115,1752.384766,,10788500406
11-06-2023,1752.527588,1776.847168,1741.110474,1753.415283,,4559112981
12-06-2023,1753.075439,1757.65979,1722.906372,1742.528687,,6031384958
13-06-2023,1742.390137,1761.955444,1727.749878,1739.037598,,6214125203
14-06-2023,1739.250122,1749.163208,1637.187744,1650.519287,,7462905534
15-06-2023,1650.498169,1676.406616,1624.138306,1665.519775,,7328564880
16-06-2023,1665.410645,1727.289551,1653.170898,1716.668823,,6281023479
17-06-2023,1716.671753,1766.763184,1714.150879,1727.204102,,4875187477
18-06-2023,1727.193726,1746.509155,1718.11145,1720.577515,,3820038842
19-06-2023,1720.505371,1745.134644,1705.813477,1737.659424,,5210480121
20-06-2023,1736.879761,1793.313965,1715.342529,1792.119995,,7171072578
21-06-2023,1791.994995,1898.668945,1788.489258,1891.007202,,11731457711
22-06-2023,1889.794434,1932.065552,1867.876587,1872.942993,,8477657143
23-06-2023,1872.540771,1932.531616,1865.192017,1892.862061,,8290615074
24-06-2023,1893.771973,1905.227417,1867.811523,1876.059692,,5026191704
25-06-2023,1875.849121,1929.079102,1870.850098,1900.506104,,6937581709
26-06-2023,1900.050293,1905.360474,1840.215088,1859.432861,,8619702292
27-06-2023,1859.346191,1911.311157,1856.838379,1889.703369,,7686042202
28-06-2023,1889.906494,1890.208984,1822.102783,1827.971191,,7135265016
29-06-2023,1828.059326,1876.530273,1828.059326,1852.227295,,5677228612
30-06-2023,1852.008423,1945.274292,1831.281006,1933.188965,,12895131248
01-07-2023,1933.323853,1942.701538,1910.848633,1924.565918,,5136809625
02-07-2023,1924.44812,1958.160767,1895.906982,1937.438354,,6343966490
03-07-2023,1937.883789,1974.775024,1934.688843,1955.38916,,7858509087
04-07-2023,1955.52417,1966.365356,1932.611328,1936.633545,,5683423776
05-07-2023,1936.796753,1942.432495,1897.124756,1910.588013,,6034088075
06-07-2023,1910.417114,1956.012329,1847.850708,1848.636475,,8905008384
07-07-2023,1847.512573,1876.963257,1832.025391,1870.602539,,6468885150
08-07-2023,1871.002075,1872.501587,1844.641724,1865.539551,,4299007854
09-07-2023,1865.594971,1878.668945,1857.748291,1863.009766,,4392863807
10-07-2023,1863.240234,1905.460815,1848.777222,1880.556396,,6336468234
11-07-2023,1880.654907,1889.381714,1863.218628,1878.33606,,4905225892
12-07-2023,1878.322021,1901.148438,1865.710083,1872.11377,,6379007000
13-07-2023,1872.040283,2011.885254,1864.496094,2006.511475,,11114853969
14-07-2023,2005.686157,2026.204956,1901.361206,1939.347046,,10627449471
15-07-2023,1939.129639,1946.019165,1928.187378,1931.466553,,4380084234
16-07-2023,1931.64502,1942.030884,1917.294067,1923.681885,,4329306566
17-07-2023,1923.694336,1936.177612,1875.120361,1911.646118,,6678090758
18-07-2023,1911.697021,1916.468384,1878.718506,1897.599243,,5814708445
19-07-2023,1897.797241,1919.264404,1883.067139,1889.007935,,6018487800
20-07-2023,1889.07373,1919.264404,1879.734375,1890.969116,,7366830684
21-07-2023,1891.581299,1905.38623,1885.296265,1892.080078,,4668158260
22-07-2023,1891.955078,1897.088013,1855.092773,1864.912354,,4101305643
23-07-2023,1866.094238,1904.483276,1859.568848,1889.19165,,4480604100
24-07-2023,1888.80957,1889.761963,1836.852417,1850.002075,,6344373569
25-07-2023,1850.027954,1867.323242,1845.981567,1857.741943,,4163381707
26-07-2023,1857.696533,1886.974121,1849.43689,1872.159912,,5781548155
27-07-2023,1872.086304,1885.591553,1855.321533,1860.357178,,4291339248
28-07-2023,1860.702515,1881.457275,1857.04895,1874.744873,,3800973336
29-07-2023,1874.560425,1885.529297,1870.333862,1881.068848,,2497302218
30-07-2023,1880.871582,1884.144165,1851.728027,1861.643799,,4003005547
31-07-2023,1861.755249,1875.629395,1851.915405,1856.162354,,4391613314
01-08-2023,1856.190186,1873.029907,1817.920776,1871.792114,,7634860636
02-08-2023,1873.46814,1877.511475,1822.348267,1839.089722,,6448512422
03-08-2023,1838.897949,1856.407593,1825.347778,1835.136475,,4710581074
04-08-2023,1834.890503,1847.912231,1817.413818,1827.712891,,4861242484
05-08-2023,1827.798584,1836.464844,1824.807983,1834.987915,,2866049749
06-08-2023,1834.845215,1836.248901,1824.986694,1827.462036,,2963395076
07-08-2023,1827.239502,1842.522583,1804.716675,1826.938843,,5837881974
08-08-2023,1826.93103,1873.847168,1824.430054,1855.807373,,5812855406
09-08-2023,1855.779419,1869.736572,1845.489746,1854.297607,,5870081833
10-08-2023,1854.348267,1863.310913,1845.442261,1850.753418,,3760304518
11-08-2023,1850.741699,1855.06604,1839.569214,1847.12439,,3353025102
12-08-2023,1847.171997,1852.281006,1845.719238,1848.889893,,2291124840
13-08-2023,1849.053833,1859.916382,1834.804321,1839.280151,,3054625661
14-08-2023,1839.323486,1853.836304,1834.800415,1844.185791,,4083364724
15-08-2023,1844.164185,1845.547607,1816.325073,1826.932739,,4483923893
16-08-2023,1827.036377,1829.361206,1798.966675,1805.659058,,4976573383
17-08-2023,1805.567383,1807.714844,1551.713257,1684.933472,,14208462072
18-08-2023,1682.038452,1698.124268,1644.930908,1660.945068,,9645084584
19-08-2023,1660.84436,1693.228149,1654.075806,1669.471924,,4871231360
20-08-2023,1669.587769,1692.328735,1662.901489,1684.852051,,4105056995
21-08-2023,1685.022339,1685.082642,1651.959839,1667.269043,,5077248383
22-08-2023,1667.279297,1668.638672,1596.384033,1633.892578,,7244623133
23-08-2023,1634.401733,1696.593994,1629.581055,1679.274414,,7191868448
24-08-2023,1679.248291,1682.489746,1641.627075,1659.94458,,5104531920
25-08-2023,1660.269897,1671.970703,1635.967407,1652.935059,,5396997823
26-08-2023,1652.927246,1654.77771,1643.712646,1646.306763,,2423247747
27-08-2023,1646.271973,1659.26709,1645.902832,1657.513062,,2624065031
28-08-2023,1657.439819,1659.328735,1627.446777,1652.457397,,4855588534
29-08-2023,1652.27417,1742.637329,1639.576172,1729.725708,,11304916729
30-08-2023,1729.676636,1730.564697,1697.147217,1705.112183,,5023904190
31-08-2023,1705.364502,1720.011963,1634.850952,1645.63916,,6593153505
01-09-2023,1645.581299,1653.531738,1603.03418,1628.491211,,6104510092
02-09-2023,1628.559692,1644.03064,1627.976074,1637.025391,,2943590996
03-09-2023,1637.043579,1645.645142,1626.089233,1636.117676,,3151878318
04-09-2023,1635.724731,1642.653198,1618.523682,1629.655273,,3887968912
05-09-2023,1629.911011,1645.948364,1610.141235,1633.629395,,4417491902
06-09-2023,1633.912109,1656.932739,1611.147705,1632.252319,,4987397046
07-09-2023,1632.262817,1657.303711,1623.220459,1647.598267,,4907290296
08-09-2023,1647.807617,1657.136353,1617.796509,1636.137817,,4598495496
09-09-2023,1636.050415,1636.870728,1629.660889,1635.162354,,2081625742
10-09-2023,1635.21167,1635.433105,1604.040527,1616.828857,,4339499949
11-09-2023,1616.769775,1618.305786,1533.426758,1551.637695,,7693700923
12-09-2023,1551.497803,1619.114014,1549.493774,1592.429443,,6813819740
13-09-2023,1592.892334,1615.050293,1582.217529,1607.988525,,4979469106
14-09-2023,1608.031616,1640.522705,1607.735352,1626.974365,,5538958553
15-09-2023,1626.870117,1652.113159,1613.248657,1641.640381,,4348584771
16-09-2023,1641.446411,1649.988647,1632.577881,1635.22168,,2819575929
17-09-2023,1635.20105,1635.512939,1616.779297,1622.896729,,3032716258
18-09-2023,1623.081909,1669.015381,1609.957397,1637.347046,,5916674789
19-09-2023,1637.312012,1659.531738,1628.413208,1643.544678,,4405868861
20-09-2023,1643.495361,1649.619141,1610.420776,1622.890625,,5156431986
21-09-2023,1622.591797,1625.20459,1573.305786,1584.307007,,5191732312
22-09-2023,1584.002563,1601.53772,1579.101318,1593.268311,,3460791634
23-09-2023,1593.213135,1598.001709,1588.328979,1593.857788,,2101436678
24-09-2023,1593.825684,1600.207275,1576.783325,1580.853394,,3086456944
25-09-2023,1580.747437,1595.844116,1565.025513,1588.322876,,4394930984
26-09-2023,1588.023193,1598.097778,1580.165527,1593.417236,,3544861160
27-09-2023,1593.108276,1631.910767,1585.368896,1597.491211,,5533036096
28-09-2023,1597.671997,1666.02417,1597.294678,1652.88269,,6658092168
29-09-2023,1652.999878,1687.28125,1648.656494,1667.943848,,5529687537
30-09-2023,1667.834473,1692.531128,1666.563843,1671.161865,,3155292192
01-10-2023,1671.161499,1750.595703,1670.082153,1733.810425,,5054880180
02-10-2023,1732.984009,1743.563599,1646.077637,1663.627563,,8420552922
03-10-2023,1662.887207,1670.356323,1644.49646,1656.685669,,4742827302
04-10-2023,1656.735962,1657.25354,1629.426636,1647.838135,,5127524863
05-10-2023,1647.788208,1654.379028,1609.849976,1611.47644,,5403759057
06-10-2023,1611.365723,1659.609863,1611.365723,1645.831543,,4941208729
07-10-2023,1645.810913,1648.183716,1631.158203,1634.51123,,2578994988
08-10-2023,1634.657349,1641.182373,1618.189209,1633.548584,,3315554175
09-10-2023,1633.454834,1635.447876,1553.006958,1579.806641,,7020801716
10-10-2023,1580.112061,1593.741333,1553.031738,1567.713013,,5254966125
11-10-2023,1567.680786,1578.223511,1548.980469,1566.254761,,5416504273
12-10-2023,1566.355957,1566.878174,1523.237549,1539.612427,,5003930677
13-10-2023,1539.432861,1571.75061,1537.921143,1552.089478,,4575141511
14-10-2023,1552.263794,1560.325073,1545.73877,1555.256836,,2429214718
15-10-2023,1555.07605,1565.760864,1550.554565,1558.069824,,2923337883
16-10-2023,1558.313477,1628.15625,1555.989624,1600.534302,,8846928526
17-10-2023,1600.63562,1601.294678,1554.402954,1565.439575,,5032686973
18-10-2023,1565.382813,1584.726929,1556.736328,1563.749878,,4354138855
19-10-2023,1563.95813,1573.737671,1543.585083,1567.457031,,5035110867
20-10-2023,1567.570923,1628.609009,1562.302856,1604.66687,,6747486127
21-10-2023,1604.822266,1641.241821,1593.447998,1629.304443,,4212179634
22-10-2023,1629.297729,1667.666626,1623.984741,1663.429932,,5248406817
23-10-2023,1674.849243,1794.070435,1663.447998,1765.38269,,14362295879
24-10-2023,1766.014648,1852.684448,1758.690063,1784.4375,,15888690475
25-10-2023,1784.905029,1814.484741,1762.147095,1787.397583,,9439066475
26-10-2023,1787.481934,1865.095215,1764.013062,1804.039307,,11196672635
27-10-2023,1803.794922,1804.135864,1751.440063,1780.045288,,7493399771
28-10-2023,1780.084229,1800.605347,1773.436646,1776.618164,,4226112731
29-10-2023,1776.563965,1810.488647,1766.052979,1795.546021,,4358528382
30-10-2023,1795.589111,1829.249512,1779.364502,1810.088623,,7534051038
31-10-2023,1810.131592,1819.972656,1784.567627,1816.458984,,6477922747
01-11-2023,1815.87207,1858.312866,1786.409546,1847.089722,,10628825648
02-11-2023,1847.259888,1873.88501,1790.114746,1800.620972,,9004197724
03-11-2023,1800.916504,1835.07251,1779.635498,1832.795166,,7622864055
04-11-2023,1833.368896,1867.261353,1825.736572,1857.698608,,4845080427
05-11-2023,1857.39563,1911.608643,1848.620117,1894.157715,,8867152645
06-11-2023,1894.0271,1914.582642,1871.973022,1899.837402,,8104122602
07-11-2023,1900.599731,1907.561401,1852.790894,1888.124268,,9203228152
08-11-2023,1887.119019,1904.546265,1874.545654,1889.322388,,6751627017
09-11-2023,1888.940308,2130.885254,1884.204346,2120.561035,,24709695029
10-11-2023,2121.067383,2134.691406,2068.134277,2078.289795,,14740624457
11-11-2023,2078.05835,2089.530518,2035.082153,2052.713867,,10228351203
12-11-2023,2053.118652,2066.003418,2019.028076,2045.187012,,7951011698
13-11-2023,2045.354492,2116.010742,2031.954224,2055.265381,,14322027970
14-11-2023,2054.765381,2065.066895,1939.280396,1979.052612,,13087862495
15-11-2023,1979.472656,2061.991699,1968.774658,2060.408447,,12626326991
16-11-2023,2059.96582,2088.662354,1940.574219,1960.881592,,14651619483
17-11-2023,1961.867554,1990.050537,1910.445435,1961.280762,,11881648738
18-11-2023,1961.671265,1971.46228,1921.062378,1963.285034,,8064677046
19-11-2023,1963.180054,2015.633911,1944.900879,2013.204468,,7716048818
20-11-2023,2011.853394,2066.409912,1996.044312,2022.239136,,12866464824
21-11-2023,2022.217285,2035.035889,1937.066772,1937.066772,,13653500841
22-11-2023,1933.58313,2089.51416,1933.162964,2064.425293,,13372200584
23-11-2023,2063.905518,2088.031982,2041.464233,2062.210693,,7828437946
24-11-2023,2062.411865,2132.481201,2060.999023,2081.1521,,12141148820
25-11-2023,2081.296143,2091.342773,2067.917236,2084.413086,,5362623390
26-11-2023,2084.17749,2094.095947,2038.600464,2063.286133,,8054814154
27-11-2023,2062.390869,2070.606201,1988.120361,2027.417358,,10574810069
28-11-2023,2027.517212,2074.954102,1996.814697,2049.338135,,9910633038
29-11-2023,2049.186768,2071.994385,2020.756592,2029.929199,,8945151861
30-11-2023,2029.358398,2054.444336,2022.461792,2052.556152,,8107789163
01-12-2023,2052.09668,2109.319092,2046.557007,2087.139893,,10866891430
02-12-2023,2087.663574,2182.817871,2087.407959,2165.704102,,9130124831
03-12-2023,2165.895752,2213.175781,2151.720947,2193.69165,,8278465782
04-12-2023,2193.66333,2273.069824,2193.007324,2243.21582,,16149367134
05-12-2023,2243.092529,2306.570313,2191.17627,2293.841797,,15383072559
06-12-2023,2293.628174,2310.713135,2225.081055,2231.661377,,12790612571
07-12-2023,2233.217773,2380.729736,2225.050537,2357.57959,,14766891042
08-12-2023,2357.169189,2387.514404,2340.92041,2358.731934,,12543458699
09-12-2023,2358.686035,2401.760498,2331.666016,2341.175293,,10613312823
10-12-2023,2341.440186,2376.749756,2323.405762,2352.462646,,7369608905
11-12-2023,2352.496582,2354.914063,2160.358154,2224.578857,,17989249470
12-12-2023,2224.391113,2242.55127,2166.77002,2202.038086,,11391132228
13-12-2023,2202.600342,2283.099121,2150.754395,2260.648682,,12576395493
14-12-2023,2260.736084,2331.601563,2239.366211,2316.579102,,12608711052
15-12-2023,2316.110352,2316.892822,2214.263184,2219.337402,,10259157898
16-12-2023,2220.415527,2260.809814,2213.550781,2226.926514,,6866555430
17-12-2023,2226.892578,2244.366455,2195.761719,2196.481201,,7410453853
18-12-2023,2195.341797,2222.019287,2120.127441,2217.273438,,10366536490
19-12-2023,2218.240967,2253.348877,2139.723389,2177.872559,,10619179629
20-12-2023,2177.239502,2263.329102,2161.21875,2201.911377,,12652290807
21-12-2023,2201.790039,2278.121582,2184.856689,2239.54248,,12616530536
22-12-2023,2239.598145,2341.94751,2233.532715,2326.524902,,16137246310
23-12-2023,2326.71582,2332.072021,2270.428955,2309.046387,,7995772945
24-12-2023,2309.626709,2325.705078,2249.984375,2265.692139,,9450799236
25-12-2023,2265.340576,2303.551025,2254.574463,2272.561768,,8036302656
26-12-2023,2272.21875,2274.557373,2180.225342,2231.465332,,10668581464
27-12-2023,2231.393066,2392.608643,2215.140381,2378.73999,,14161342927
28-12-2023,2380.200684,2445.017578,2338.703857,2347.566162,,15660799060
29-12-2023,2346.84375,2386.004639,2262.97583,2300.690674,,12536968996
30-12-2023,2300.399658,2322.021484,2270.011963,2292.06543,,6888195427
31-12-2023,2291.945313,2318.512939,2261.394287,2281.471191,,6871481744
01-01-2024,2282.870361,2352.327881,2267.018066,2352.327881,,6906765990
02-01-2024,2352.593506,2431.212402,2348.892334,2355.836426,,12910543630
03-01-2024,2355.981445,2385.117676,2113.925293,2210.761963,,19332933581
04-01-2024,2210.529053,2294.608154,2204.865723,2269.038086,,11044564896
05-01-2024,2269.409424,2276.764648,2209.537109,2268.647217,,10860953290
06-01-2024,2269.540039,2271.359375,2219.781982,2241.624756,,5970741680
07-01-2024,2242.012695,2257.12793,2211.5625,2222.865967,,6490053615
08-01-2024,2222.857666,2358.815674,2171.993652,2333.032715,,13830287095
09-01-2024,2332.868164,2369.641602,2243.219238,2344.827148,,14891130716
10-01-2024,2344.923584,2626.976807,2341.943115,2582.103516,,29042100476
11-01-2024,2584.171631,2687.779053,2567.993652,2619.619141,,22575246883
12-01-2024,2619.177002,2710.421875,2460.925537,2524.460205,,23623839263
13-01-2024,2522.933838,2589.079834,2498.594482,2576.5979,,12250316867
14-01-2024,2578.003662,2578.332275,2470.424316,2472.241211,,9405587417
15-01-2024,2471.666992,2550.769043,2470.820801,2511.36377,,9700630000
16-01-2024,2510.627197,2613.566895,2500.003906,2587.691162,,11063317095
17-01-2024,2587.044678,2592.737061,2508.432861,2528.369385,,10441017520
18-01-2024,2528.593262,2546.263916,2426.135498,2467.018799,,11900028080
19-01-2024,2468.688965,2501.305176,2414.710938,2489.498535,,11405278376
20-01-2024,2489.847656,2489.847656,2456.095703,2469.589111,,5297826161
21-01-2024,2469.798584,2479.760498,2452.377686,2453.913086,,4578471955
22-01-2024,2454.987305,2463.447266,2303.502686,2310.826416,,13923771728
23-01-2024,2310.95166,2348.03125,2167.282471,2240.686035,,16182147521
24-01-2024,2241.749756,2261.384521,2197.656738,2233.561768,,10134722960
25-01-2024,2233.969971,2240.380859,2173.686523,2217.710205,,9302247037
26-01-2024,2217.441895,2280.383789,2196.140137,2267.199707,,9975117607
27-01-2024,2267.319336,2282.544434,2252.385254,2267.885986,,5144367230
28-01-2024,2268.192871,2306.898682,2242.683838,2257.20874,,7296214994
29-01-2024,2256.995361,2320.027344,2237.71167,2317.064209,,8948195551
30-01-2024,2317.435791,2388.870605,2298.281982,2344.493652,,10173440062
31-01-2024,2343.558838,2349.611328,2264.443604,2282.544434,,10807883277
01-02-2024,2282.175293,2309.842529,2243.571777,2303.824707,,8895583113
02-02-2024,2303.706055,2323.053467,2282.230225,2308.038086,,7186143091
03-02-2024,2307.980225,2327.346924,2293.538086,2296.03833,,4647754021
04-02-2024,2296.116943,2309.01123,2272.304932,2289.546143,,5438100035
05-02-2024,2289.205566,2334.676758,2270.067871,2298.888916,,7277068110
06-02-2024,2298.955078,2389.826172,2296.788574,2372.201904,,9520885493
07-02-2024,2372.262695,2442.63623,2353.706055,2423.745117,,9660628536
08-02-2024,2424.080078,2459.556641,2414.749512,2419.906494,,9941841732
09-02-2024,2419.773682,2522.724609,2419.362793,2487.515625,,13634203177
10-02-2024,2487.650391,2516.719727,2475.857666,2501.228271,,6474444159
11-02-2024,2501.129883,2537.679199,2495.214355,2507.570557,,7347245813
12-02-2024,2507.578857,2663.842773,2473.812012,2658.115967,,13022696866
13-02-2024,2659.586182,2686.455078,2599.169434,2642.185303,,18271237044
14-02-2024,2641.685303,2786.893555,2621.025391,2777.902344,,21448973822
15-02-2024,2777.601318,2865.845459,2764.010498,2824.378906,,23734481937
16-02-2024,2825.480713,2858.450439,2760.331055,2803.691406,,17057114638
17-02-2024,2803.73584,2805.128662,2724.386963,2786.672607,,17932379943
18-02-2024,2786.709717,2892.843506,2767.913086,2878.998047,,23355830478
19-02-2024,2881.296875,2983.370605,2860.263672,2943.574707,,15163110589
20-02-2024,2944.106445,3031.524414,2879.90332,3013.503662,,20341598470
21-02-2024,3015.65332,3017.19043,2875.418457,2970.355469,,18897136867
22-02-2024,2969.599854,3030.666016,2907.109375,2971.007324,,18058908246
23-02-2024,2970.139648,2991.32959,2906.58374,2921.658203,,12822717059
24-02-2024,2921.962891,3003.195068,2907.700684,2992.385986,,10701688842
25-02-2024,2992.366699,3117.428955,2984.393066,3112.697266,,14620450464
26-02-2024,3112.529053,3197.375,3037.95459,3178.993652,,17504464351
27-02-2024,3178.405029,3287.958008,3167.830566,3244.519287,,21090315368
28-02-2024,3243.893311,3485.450928,3201.575928,3385.703857,,32885894265
29-02-2024,3386.802734,3518.969238,3303.905273,3341.919678,,28469171094
01-03-2024,3341.96582,3452.626221,3341.851074,3435.053955,,16880101987
02-03-2024,3436.15918,3459.747314,3398.898926,3422.049805,,12024340617
03-03-2024,3422.875244,3491.168457,3372.214111,3490.993652,,13643324467
04-03-2024,3489.340088,3641.459229,3446.017578,3630.433838,,26772963830
05-03-2024,3631.928955,3828.159668,3224.119385,3554.9646,,47706899137
06-03-2024,3554.067871,3901.434326,3502.80249,3819.226318,,34938642613
07-03-2024,3818.311035,3939.593994,3738.685303,3874.347656,,22457177587
08-03-2024,3874.830811,3998.826416,3828.363281,3892.061035,,26135487051
09-03-2024,3892.119141,3950.396484,3880.658936,3915.418945,,11926623780
10-03-2024,3915.590576,3968.723633,3800.564453,3881.193115,,15783924355
11-03-2024,3881.237793,4087.050049,3745.125244,4066.445068,,28806262507
12-03-2024,4066.69043,4092.28418,3831.889893,3980.273193,,26917010932
13-03-2024,3980.265137,4083.007324,3936.627197,4006.457031,,22028114691
14-03-2024,4005.745117,4011.102783,3721.788574,3883.140381,,25434810823
15-03-2024,3882.856934,3928.775635,3571.774658,3735.220215,,33505075433
16-03-2024,3736.10498,3780.894531,3468.079346,3522.860107,,20199855932
17-03-2024,3523.029785,3676.263428,3414.172363,3642.413086,,19938757095
18-03-2024,3642.298828,3642.49707,3456.091309,3517.985107,,21162220224
19-03-2024,3518.347656,3546.582275,3149.286865,3157.618164,,34166976701
20-03-2024,3158.396729,3534.826416,3059.654785,3513.393066,,36605316331
21-03-2024,3514.017578,3586.905029,3412.222656,3492.991211,,22213647922
22-03-2024,3492.897949,3541.898193,3254.969238,3333.687988,,20574952329
23-03-2024,3335.592529,3433.758057,3273.115479,3336.593994,,13242137554
24-03-2024,3336.666016,3470.344482,3301.277344,3454.636475,,12156660941
25-03-2024,3454.885742,3657.118896,3421.790527,3590.883789,,18603921705
26-03-2024,3591.085205,3678.789795,3545.428711,3587.504883,,18505553577
27-03-2024,3587.313721,3664.383057,3460.393555,3500.115234,,18753082145
28-03-2024,3500.216064,3609.705322,3465.332275,3561.293945,,16419674157
29-03-2024,3561.011719,3583.701416,3475.725586,3511.806152,,12712701619
30-03-2024,3511.827637,3566.084473,3489.9021,3507.944336,,9389066783
31-03-2024,3507.95166,3655.218994,3507.242676,3647.856445,,10499881424
01-04-2024,3647.81958,3648.12915,3418.695313,3505.030029,,16002098681
02-04-2024,3504.818359,3506.962891,3215.985107,3277.234619,,22076539151
03-04-2024,3277.324219,3368.111572,3205.64917,3311.441895,,16010734587
04-04-2024,3311.495361,3443.20752,3253.319336,3330.040527,,14476330517
05-04-2024,3330.005859,3345.666504,3214.244141,3318.885254,,15214447092
06-04-2024,3318.864746,3397.592529,3308.983398,3354.183838,,8956926798
07-04-2024,3354.213867,3458.508301,3346.114746,3453.494629,,9931108526
08-04-2024,3453.498779,3727.616455,3409.511719,3695.292725,,19055143129
09-04-2024,3695.341797,3724.922363,3455.107666,3505.16333,,18279773833
10-04-2024,3505.156006,3561.516357,3415.18042,3543.737061,,16872482726
11-04-2024,3543.452148,3616.194336,3477.171143,3505.247803,,14076734489
12-04-2024,3505.329834,3552.589111,3103.430176,3243.034912,,22104869556
13-04-2024,3242.940918,3299.663818,2862.393555,3004.900391,,29930408174
14-04-2024,3005.547607,3174.666504,2914.422852,3156.941895,,25486284994
15-04-2024,3156.830078,3277.561523,3026.538818,3101.600342,,21925843181
16-04-2024,3101.140625,3127.160889,2997.754639,3084.920166,,19441391169
17-04-2024,3084.923584,3123.669678,2918.553711,2984.727539,,17711869375
18-04-2024,2984.705322,3094.842041,2956.127441,3066.027588,,15183777035
19-04-2024,3065.953125,3127.11499,2868.795898,3059.278564,,20399982867
20-04-2024,3059.478027,3170.672852,3021.784912,3157.627197,,9918642130
21-04-2024,3157.571045,3197.506348,3119.552002,3147.288574,,9394387894
22-04-2024,3147.663574,3236.65918,3131.367432,3201.6521,,12063858733
23-04-2024,3201.588623,3264.419434,3154.589844,3219.911621,,11054442653
24-04-2024,3219.957031,3292.921631,3105.982178,3139.805176,,14000234760
25-04-2024,3139.624268,3190.976318,3074.804688,3156.509521,,13989030260
26-04-2024,3156.384033,3166.188721,3103.104004,3130.164795,,10622333862
27-04-2024,3129.727051,3279.451172,3071.340088,3252.168213,,11820785577
28-04-2024,3252.245605,3351.176514,3249.14917,3262.774658,,11379192678
29-04-2024,3262.34082,3285.46875,3116.199951,3215.428955,,15032246816
30-04-2024,3215.381104,3249.378418,2918.22876,3012.286865,,18266894653
